Bo_14_2b	Bo_15_2b	Bo_22_2b	Bo_23_2b	Bo_22_4b	Bo_23_4b	Bo_20_4b	Bo_21_4b	Bo_14_5b	Bo_15_5b	Bo_22_5b	Bo_23_5b	svz_EXTRA_14	svz_EXTRA_15	svz_18	svz_19
Ankrd63	0.643425858872822	2.84274216615554	0.714024423080809	0.64176013367345	-0.63843846035292	-0.775061184727396	-0.67961091144464	-0.676550644873706	-0.880137683211447	-0.757137103628426	-0.795229059069096	-0.979292709922734	0.453297348609951	-0.0885529835175441	0.370085728913539	0.604675081441803
Ric8b	1.20405220481702	1.12502787828679	1.72066586116933	1.25256377240659	-0.613120545307867	-0.638460092576351	-0.76052815132477	-0.596204856316446	-1.0420923319686	-1.03378909483509	-1.20412805577163	-1.1028434748044	0.0474793503396641	0.117345982779967	0.902242873600441	0.621788679505346
Ramp1	1.25711990903303	1.32858118982913	1.48865498408811	1.40069106687583	-0.805880721270969	-0.694829072438954	-0.770824819898319	-0.821156209322957	-1.0949135509176	-0.982882562668964	-0.827435191123297	-1.14501857936719	0.144093609298136	0.226404235223264	0.676472015143089	0.620923697517671
Krt1	1.47427716365523	1.20840539013135	1.76850416055468	1.50542363609932	-0.550826606499585	-0.552883755852651	-0.715334193040656	-0.55235472003767	-1.21020698119239	-1.03518256268727	-0.381672444955173	-1.21882586280784	-0.233268781069143	0.0977013042894004	-0.145816812378525	0.542061065790917
Gcnt2	1.12936602522583	1.81799490284646	1.19587663729478	1.19901509348621	-0.749780176668992	-0.709425551775655	-0.792668479589861	-0.759901640180057	-0.993915171728423	-0.983288347596015	-1.07060982345507	-1.03141192099857	0.0765070267903253	0.219109537538043	0.781530907966029	0.671600980844967
Lypd1	0.955616280901943	1.83130213853588	1.58526257530974	0.902798032354438	-0.810548006743605	-0.426115260340851	0.685509162407815	-1.0673736010728	-1.10772926658526	-1.09617593107517	-0.981192240234569	-1.08907705372822	-0.116708218116736	-0.0431102809112831	0.212703930591883	0.564837738706799
Nkx2-1	1.55340256706293	1.5674762354861	0.990196767829379	1.69416834175258	-0.724861134763154	-0.72532729590651	-0.724922671610282	-0.749986955485768	-0.824984948526083	-0.847241528270965	-0.873453747640231	-0.804243450174467	-0.613524488306108	-0.226570006539649	0.503328626322184	0.806543688770043
Syt6	1.28056070002338	1.63490340562368	1.19956875033123	1.36964711698205	-0.739275837884168	-0.78920568775267	-1.08473448253248	-0.585435927741169	-1.01598427371544	-0.971404481833458	-0.92517145663112	-1.0392513087373	0.534786060768185	0.555805077601372	0.212020118399391	0.363172227098518
Oprm1	1.56969014150462	0.760457797414642	1.31080833305298	1.66100770020015	-1.02404049582943	-0.960553431865002	-0.208224764002837	-1.16609312253641	-0.918980932791616	-0.921172583561393	-0.878525951602682	-0.92056140720184	0.32055962978025	0.482160369237733	0.619147914010714	0.274320804190113
Galr1	1.10251342569155	0.328999831814949	2.5916353054439	1.2122908791755	-0.577262388927525	-0.303062015558448	0.738930832235985	-0.85589727682794	-0.791851198603682	-0.838982719818453	0.402175161332032	-0.482226861990843	-0.930774203524234	-0.747840102457379	-0.795422367601534	-0.0532263003838894
Mybpc2	0.959571863084306	2.25803875731287	1.38907793435855	1.0399119343412	-0.574106390915983	-0.828360613315085	-0.929228963209176	-0.47368105358762	-0.829814428590758	-0.770886568589897	-1.03019081244149	-0.984933142048918	0.557980768471995	0.226426017035462	-0.312315213922253	0.302509912016789
Vat1l	1.46213663868802	0.693826333301813	1.66400553684452	1.56867497971765	-0.549581572321112	-0.342494259658083	0.539750944158288	-0.816324889435993	-1.07348381466309	-0.99069944509448	-1.35599211836496	-1.24652227129481	0.00998345871634065	-0.189473594620897	0.224775152466299	0.401418921560493
Ptprv	1.35030607012724	1.29103332843023	1.49943434126272	1.33283490682701	-1.00143307794816	-0.898188341601769	-1.14831943456217	-0.960577667339595	-0.693592798982261	-0.734340471717023	-0.935520879524829	-0.718889508945196	0.0283886735874717	0.193483423031517	0.768690623358007	0.626690813996796
Neu2	0.841836782863556	2.67979522360103	0.910922457679124	0.863394599896444	-0.496018549103284	-0.471453228997582	-0.640157694264048	-0.484106953182597	-0.943093128439975	-0.869272867458791	-1.05804670791409	-1.05223232920219	-0.203751132980589	-0.0802786676508556	0.510568520474732	0.491893674679114
Slc24a1	1.16063728353568	1.79591569205676	1.65107622745693	1.18780804685733	-0.133430317153054	0.265769760484133	-0.133797399445334	-0.305656242214304	-1.11194379547919	-1.18216067874103	-1.2791345824867	-1.10631101760059	-0.396546977215615	-0.375140619575872	-0.404679120566518	0.367593740087368
Chodl	1.36529784273388	0.869349381478733	1.99164998049384	1.31124672708989	-0.575393663119362	-0.430076225316166	0.0898556832961943	-0.798682606154529	-0.950325660999267	-0.932508859043183	-1.09068267933224	-0.969729781030591	0.427566898660341	-0.100075233240761	-0.944915723285712	0.737423917768921
Ntn1	1.04447497454474	1.87826923056094	1.49148086939689	1.07494131391703	-0.672506720503833	-0.67389879813225	-0.788007530886997	-0.668533407143041	-0.995852597098413	-1.04363457480641	-1.08770295904652	-0.970985827685463	0.112642465733112	0.755822858011268	0.0614946286862647	0.481996074452677
Gng7	0.877515119110497	2.39736420107795	1.04356239980143	0.897290662844911	-0.850521541589413	-0.872419236073703	-0.88375590762185	-0.839863086206619	-0.824459073833058	-0.792204094832438	-0.86439279851903	-0.868351471242379	0.205622855422565	0.181959903834205	0.702235052532222	0.490417015294704
Klhl1	0.910433694472587	1.73139021014101	2.06307513305031	0.803241410774903	0.215734607988795	0.1556411907599	0.215280994749782	0.0998067947180009	-1.03605750322928	-1.02648492907372	-1.03164551288158	-0.991586310455038	-0.574995453439399	0.176706595222827	-1.12490660862851	-0.585634314170591
Nts	0.773062351605886	2.52852384108548	0.792967393461915	0.636602195015233	-0.674094010583303	-0.865884581280009	1.49305536030765	-0.954080938997816	-0.315556931862356	-0.0384535819758134	-0.924654161702757	-0.742760512085784	-0.430716858534917	-0.783913872806451	-0.564382017286979	0.0702863256400205
Cckar	1.44963414738552	1.38165200506537	1.24800309220521	1.47518286069271	-0.780480464856472	-0.541914118241037	-0.541046161471449	-0.78085186495292	-0.782124828541128	-1.02004677050518	-1.02004677050518	-0.556771534325309	-0.449902001973219	0.813127054364656	-0.835682129103117	0.941267484761542
Gpr149	1.4347691390961	1.26295864618205	1.43802876734454	1.52056685678804	-0.789829881822019	-0.784798877947125	-0.829879082684017	-0.784624183275184	-0.950815798898959	-0.912112811475481	-0.926102831529861	-0.977095261811689	0.285630083490164	0.795518213376913	-0.151602473319608	0.369389496486131
Crip3	1.11014090544221	1.21012772614157	1.89299481205958	1.30687444920391	-0.679420627366985	-0.532290155986195	-0.382302436464164	-0.680342635199426	-0.978825674000869	-0.971663300547942	-1.12483654962709	-0.986626151018706	-0.330551705369929	-0.363970750335254	1.01429516002341	0.496396933045878
AABR07031768.1	1.39209388739009	-0.0838959998237868	2.37351293817296	1.71081134386195	0.0533707869691867	-0.200896964072279	-0.703256188422856	0.554959644015789	-0.706578893811547	-0.437926104364647	-0.700980219029944	-0.719808399772373	-1.00740162642724	-0.435617833663436	-0.819325569702801	-0.269060801319058
Slc4a11	1.05604874031001	2.03947760991613	0.862445982921908	1.13498307358351	-0.712400435190819	-0.812562032740565	-1.30252967881579	-0.39753457811725	-0.664818378254331	-0.251070848090001	-0.938705812235201	-1.05096226227865	-0.38466192692392	-0.363822831387834	1.2834161828472	0.502697194455604
Klhl13	1.2059259134773	1.16280260314007	1.48962950236475	1.2180783393044	-0.746779980529455	-0.763228374897796	-0.844937058595861	-0.737165757825501	-1.00425263804673	-0.984836307481511	-1.12485062839461	-1.06704450926193	0.166031755680471	0.222996150504266	0.907966562071621	0.899664428490516
Meox2	0.646682750003835	0.131918482248838	3.12830524038665	0.542470177311167	-0.67108056370029	-0.671848397242231	-0.671181923618343	-0.619173963718445	-0.725803557107887	-0.7182079509637	-0.61674042401257	-0.683256887026825	0.0450721326527189	-0.15419371507839	0.902502687892563	0.134535911972906
Pou3f4	1.02537859628843	1.54439080915722	1.62486890543962	1.04126667181902	-0.686200052376408	-0.766643532100528	-0.902760451334147	-0.638535559307634	-1.02463312165584	-0.850353517242709	-1.09709406460328	-1.19226105795557	0.675301053541717	0.729800944955475	0.122544568524391	0.394929806850236
AABR07060473.1	1.10826804832662	1.91017669370057	1.77671355484536	0.955988901826608	0.0771154749625867	-0.0861874821244599	-0.719801070488111	0.551102990665084	-1.04463718010502	-1.18367050251421	-0.874037515569952	-0.761630953492589	0.154561023022187	-0.896789811617183	-0.277503742487	-0.689668428950484
Krt77	0.986438522392524	1.50318282385869	2.00623706631798	0.870942973558853	-0.776271565586299	-0.777271999061064	-0.816339286822312	-0.777014718208866	-0.858906795538361	-0.686746614736546	-1.05505184862636	-1.06250857234717	0.61406302213619	0.303305548507209	-0.210402853666538	0.736344297822069
Slc32a1	1.07745215987889	1.70127580547895	1.17272883490563	1.11637409793778	-0.64491099689161	-0.653488220301763	-0.845777900647549	-0.611722092385919	-1.07525369996587	-1.13505582637378	-1.19480844225167	-1.04837692440662	0.174891614335789	0.44649740544154	0.62955590397054	0.890618281275658
Rasgrp4	1.36382157177687	1.77826489152741	1.29901514206764	1.4000497056387	-0.76238406008465	-0.9178038656601	-0.762763098595636	-0.917147492377988	-0.16455454804305	-0.272188781906193	-1.06358475055433	-0.51230138857815	-0.440411786107615	1.02013366390773	-0.844115674063803	-0.204029528946842
Pbx3	1.12325880498164	1.50652994235027	1.57628644576386	1.07241974566624	-0.82117768393554	-0.73326899133004	-0.217782467701644	-0.956134983524413	-1.08932042660267	-1.04604574451545	-1.05422418634837	-1.12091275713547	0.151820891125506	0.246349245596617	0.686343612483907	0.675858553125554
AABR07066798.1	1.50708888473261	2.06695978344177	1.16361481417438	1.54728587651531	-0.582658832203955	-0.586406946534975	-0.383662212063294	-0.386206027910482	-0.594985863385839	-0.348745981774913	-0.975832683544942	-1.02798089761885	-0.637271872340149	-0.698943048924169	0.385616046277445	-0.447871038839957
LOC100912028	0.788263703628279	1.0835094782663	2.56128105950818	0.810963454600465	-0.767464559486863	-0.768797238402904	-0.448450400939027	-0.927846047674642	-0.77184755666961	-0.918855528374232	-1.08538969614747	-0.788598214746488	0.240323273466345	0.548485106276192	0.0682329700033175	0.376190196692159
Xkrx	1.1006808638579	1.53017845764032	1.62318089033481	1.29858003159686	-0.553390614333818	-0.406514284256602	-0.330333463010163	-0.628992884743516	-1.07657133795513	-1.22085918030379	-1.22279258306465	-1.01239888829924	-0.191124257934684	-0.119022104534978	0.919421143802334	0.289958211204342
Kcnk2	1.24844181403199	0.942026760550995	1.54256753979304	1.29848850039693	-0.589189765510266	-0.643892492799535	-0.962812416377731	-0.50667796709236	-1.1090488752397	-1.01725360396418	-1.19406272183151	-1.22831042422628	0.459414301122709	0.439345259646497	0.843558229643139	0.477405861856254
AABR07013073.1	0.986855955145516	1.82099232132453	1.74385733272005	1.01951528550897	-0.792090264283845	-0.794966357574959	-0.654699242839935	-0.794226714458646	0.567078131859736	0.913827992213497	-0.647858160903642	-0.171460729953978	-1.07693899335198	-0.799302124456568	-0.791470566339987	-0.529113864608753
Arhgap6	0.905667829093767	1.45078015419131	1.84928168209222	0.806164944009593	-0.801364532604972	-0.636142464617435	0.0292376273217947	-0.974412168632683	-0.98739342386593	-1.02308307926171	-1.16350381727936	-1.02202046169248	0.0483994724853266	-0.140912845945709	0.521989115790025	1.13731196891624
Mme	1.09295112523404	1.54430891199895	1.44339987158748	1.12994961660164	-0.825931603074786	-0.842869819568436	-0.938049972235627	-0.789368511494032	-0.940369537347388	-0.92103712856682	-0.973959812873727	-0.97023621534997	0.0218215932885267	0.252927924361788	0.90625768456668	0.810205872871683
Gpr52	1.12252249578869	1.61909845046641	1.35344167821243	1.15777701291851	-0.791437679730088	-0.776589138156929	-0.707002420262952	-0.832589613444835	-1.05162827933443	-1.03947345668768	-1.03982199553609	-1.06429804022403	0.40955480772639	0.379958776640458	0.721851631480794	0.538635770143353
Gpr6	0.716992384011105	2.82911439775342	0.989153018829762	0.701857291827423	-0.671597191820329	-0.687017830726645	-0.779042353421325	-0.656977161431726	-0.821973733859219	-0.807523840172395	-0.843746697042822	-0.843196550118233	0.140507020249567	-0.0108172864918581	0.403697559591671	0.3405709728216
Htr4	1.38931936330259	1.78225224186504	0.508997260854031	1.52602494692693	-1.16309446078821	-1.04269123490213	0.0261887374043026	-1.30421638397122	0.134229392681253	0.0979155603172864	0.158510500520396	0.178366136138927	-1.28840917104456	-0.0161823436476838	-1.17616695705984	0.188956411402888
Crabp1	1.3082371932195	1.55563737413872	0.782153866455912	1.46119647963367	-0.695393524396779	-0.67634926326241	0.212054210634104	-0.865561278560143	-1.10050081677528	-0.764581832987485	-0.924532151121347	-1.29920594293419	-0.29312882071042	-0.487195361052418	0.640791453323851	1.14637841439472
AABR07059679.2	1.01157965344766	1.5389536215455	1.27485217145913	1.01010095790313	-0.68754296110304	-0.778913512668905	-0.892862833689891	-0.653718753398654	-0.978779172855904	-0.96701819965889	-1.07661949335444	-1.02732678204608	1.04803542347658	1.17096923620751	-0.197817833494896	0.206108478231177
Avp	0.211263053006217	-0.504963753286742	3.55803999106667	0.147225972198871	-0.387353158945347	-0.387743578781707	0.423010973432681	-0.512163523792565	-0.450566030069933	-0.447562148800075	-0.511802621176475	-0.453837530357351	-0.475488166476066	0.236744613956251	-0.334481824921366	-0.110322267053057
Brs3	0.982200566482125	1.69956555782578	2.311649120947	1.00721851608693	-0.732405524706761	-0.733874302668322	0.322762127229812	-1.08483517694299	-0.387767311359331	-0.00439625795059691	-0.376048181472219	-0.755697442001289	-0.598723397406984	-0.628383089282809	-0.894570143834772	-0.126695060945574
Large2	1.20574110292905	1.13468719722472	1.70801076644984	1.31394348824055	-0.741729585836379	-0.743052343729827	-0.812307288273057	-0.742712170908083	-1.02583641641308	-0.87408470488871	-1.09264840292416	-1.17125663392438	0.300455538773848	0.618311252221535	0.358724188106645	0.563754012951493
Galnt13	1.08360176631453	0.993064915498205	1.70915520109478	1.0956810348296	-0.701470030747936	-0.684211347679477	-0.585879385464647	-0.766239734808818	-1.09164940274156	-1.02732618562774	-1.25854194091012	-1.21009330591373	0.50446930691309	0.613208021002982	0.768016811298851	0.558214276941988
P2ry1	0.563067670434548	2.01955199974821	1.82965539754302	0.444040744667849	-0.686300496727427	-0.68762766901036	-0.791186202655531	-0.657407221704683	-0.943286457913298	-0.987367956961275	-1.05926010180036	-0.938827765861635	0.203074580042775	0.217751335060291	0.652603754905904	0.821518390231967
Glp1r	0.895825654613134	0.982720862993896	2.41741615364581	0.771997418658818	-0.695245256842857	-0.572590506168084	-0.695313266049441	-0.695627956732687	-0.81951999110173	-0.942100332152373	-0.942100332152373	-0.822757752854189	1.21203457886793	-0.186521184461626	0.482703981870854	-0.390922072135078
Rxrg	1.24911825212901	0.944362499685658	1.60850416042803	1.23446874606435	-1.08902757407793	-0.764857582518812	0.74396364005366	-1.26071073040435	-0.98842028030276	-0.932552531674716	-0.667664977977103	-0.974722588644108	0.0669099426839426	-0.447050759564532	0.999234856117543	0.278444928002108
Prima1	1.24287658748364	1.2149728633984	1.19081480579807	1.29668661967651	-0.694682628829029	-0.791796351572514	-0.725313453282199	-0.71766304747963	-1.01967208021288	-0.949877864957069	-1.15358487292885	-1.12552842440841	0.125435737700275	0.0967671766514179	1.27282898341171	0.737735949550562
Asic4	1.35146474566242	1.15513758156763	1.40577134300888	1.43735561495487	-0.575422188145274	-0.53626020404439	-0.834687293957816	-0.516676401347247	-1.10473478492617	-1.08500488340222	-1.11202897734458	-1.12651334910862	0.0465217537309514	-0.0696112662566146	0.982622490477498	0.582065819130683
Kcnj2	0.860531754034619	1.2522705434212	1.85638656398453	0.849586177942388	-0.693771992200779	-0.687770726181603	-1.11440158638495	-0.532911669987546	-1.0515482986849	-0.829737001549652	-1.00736876797471	-1.23212484921471	0.128027394360479	0.515037669893012	0.773254946686898	0.914539841855735
Dlx5	0.93723011283584	2.27238710478816	0.773417523976694	0.897726478118164	-0.779719011633287	-0.765367716833127	-0.864992690501171	-0.765076881931097	-0.921715551346607	-0.912392858325791	-1.01070557310832	-0.969293322468856	0.401091216324593	0.405786561301637	0.326205771473527	0.975418837329641
Pld5	1.25616428356812	1.44507212561822	1.17247812288389	1.22752999923438	-0.186548253929588	-0.138801612803143	-0.798359961475859	-0.0616465009720358	-1.12049149209795	-1.19771185683903	-1.29339831709134	-1.08591992402378	-0.646286324973492	-0.370815462981132	0.754440818466651	1.04429435741609
Lrrc10b	0.781013595079559	2.54832635309901	0.494565669151203	0.836956775489353	-1.14146620849015	-1.19298461913852	-0.974947279843733	-1.14519521111515	-0.189918704603154	-0.136832931834694	-0.714904464368956	-0.412155379752954	0.0210164676277434	-0.215116631040712	0.986500337927446	0.455142231813705
Rab32	1.41022141074122	0.774004724169052	0.981210672508098	1.84374851547659	-0.909541265630033	-0.910992386169879	-1.00903512453093	-0.861031365173083	-0.914313800980759	-0.796526118029183	-0.806844406829653	-0.980574296277963	0.128714785680029	0.409351849971191	0.917730273194494	0.723876531880804
Drd2	1.08025793547466	2.16362999728295	1.24756707949431	1.09307605401273	-0.809736200620818	-0.803048484161778	-0.726137596709474	-0.833138225858625	-0.874087606230636	-0.851245907322186	-0.902535999847639	-0.899386910436272	-0.0648972422849781	-0.0505007904118396	0.653818413285915	0.576365484333688
Gpr88	0.851303303144073	2.62260678042647	0.842264677579669	0.849377929802113	-0.723861519306544	-0.745825955862322	-0.661384857416122	-0.770172333351478	-0.885732185535643	-0.811481391686247	-0.935334661904481	-0.941848223933761	0.203491983227988	0.0101308245124969	0.485169838542683	0.611295791761109
Tulp2	0.817769957976578	1.14597997569173	2.2740241210516	0.835774739959412	-0.75384450680543	-0.754196854185303	-0.753891019362644	-0.754106241229569	-0.922672543340012	-0.922672543340012	-0.922672543340012	-0.759432040282724	-0.253015058528953	-0.0183559047838606	1.1561453658833	0.585165094635903
LOC680227	1.03653734512244	0.958711027755359	2.16122199889632	1.06578564772523	-0.484013593586598	-0.341849071457487	-1.06499266114293	-0.196100116538397	-1.06977567892339	-1.05228971467938	-1.20752642734706	-1.08881948655456	-0.178201783971063	0.542413089922004	0.332265111610292	0.586634313169228
AABR07030647.1	0.755147041348578	2.41834938023443	1.28466954727792	0.695321482609988	-0.792849349884293	-0.793127862032848	-0.859592592761184	-0.726434820907277	-0.793765337934965	-0.858425054352215	-0.859291470206817	-0.797266002434525	-0.23817115350694	0.401214383646332	0.20339864279875	0.960823166105065
Smim35	1.56965065569766	0.869776372983709	1.23991709000607	1.6022608569021	-0.848759143287419	-0.667205187762243	0.0681282760651441	-1.03308090455009	-1.03600554802739	-0.836120147583242	-0.661403533418212	-1.22784022319372	-0.272721089828414	-0.459504814068171	0.817648889859235	0.875258450204986
AABR07021666.1	1.10382998544247	1.8027780012952	1.06322301249483	1.26929365367557	-0.319749158620247	-0.555807497163736	-1.13677018473509	-0.0890832558593547	-1.25727177287381	-1.36191810000922	-1.01642633643141	-0.934093539063381	0.199826827903369	0.216990892976898	0.76753353090314	0.247643940064773
Dcdc2c	1.17969819597998	0.880132181059739	1.82549143567533	1.13080295343692	-1.04427755943984	-1.04539478158363	-0.776839035559872	-1.1119186645897	-0.782129397073474	-0.694721297787129	-0.840413753140168	-0.932593856615232	0.809169659212285	0.110123641659561	0.531746105979204	0.761124172786029
