Bo_14_2b	Bo_15_2b	Bo_22_2b	Bo_23_2b	Bo_22_4b	Bo_23_4b	Bo_20_4b	Bo_21_4b	Bo_14_5b	Bo_15_5b	Bo_22_5b	Bo_23_5b	svz_EXTRA_14	svz_EXTRA_15	svz_18	svz_19
Tmem114	0.136636807712196	-1.46659836674313	0.20120376369816	0.514556201602042	-0.72894837004658	-0.885456944149039	-1.03830728259175	-0.576292455341723	1.56630504429806	1.33374258904577	0.82791634113827	1.77601454932021	-0.584729793686041	-0.864718858733336	0.44920031554321	-0.660523541066314
Zbtb16	-0.837238951522004	-1.05557126925378	-1.11618609014217	-0.789969209867668	0.432849036793458	0.489182149248263	1.10770005567654	0.314579986724739	1.21710717222452	0.785496511771365	1.17490901494975	1.73889144267481	-0.761797473731555	-1.08140364201849	-0.817384149890471	-0.801164583637312
Itga11	-0.58362740923144	-0.783742293389835	-0.330316280715728	-0.573978067079108	0.36282129989182	0.233880295451332	0.20574606201257	0.453722686520852	1.46970804867395	2.14746004551822	1.03129403237465	0.724596865471705	-1.01946056333582	-0.965161039173031	-1.29945738093735	-1.07348630205278
Itprid1	-0.711637686285824	-0.905620044681492	-0.905620044681492	-0.709630949453789	-0.228213130084485	-0.398625179740092	1.46465096070775	-0.398352497648779	0.776273076560802	0.644795149245476	2.32569739748353	1.22308917503756	-0.502579216925019	-0.905620044681492	0.137013079828843	-0.905620044681492
Cd109	-1.21628710194645	0.765784672130275	-0.893550487205811	-1.40793286092224	-0.00948164320068151	-0.0132255251794496	-0.180775408868844	0.0730281613010999	1.16592279664055	2.0199865834555	1.54225479984606	0.5093207388173	-0.448042717730739	-0.0384794079659957	-1.14597323759457	-0.722549361576013
Prss12	-0.737723625749622	-0.724416781158713	-0.519320643565847	-0.75131952627692	-0.460511797299608	-0.332515370199421	1.83614183058046	-0.696788051851134	0.96929135193554	1.88998021856915	1.49130509540291	0.337912149222118	0.0739491987071086	-0.450923502583938	-0.908747290047973	-1.0163132556841
Vxn	-0.705682428515984	-0.815494737026723	-0.854774579200025	-0.662191340181932	0.230364683187553	0.233700241715659	1.38637928674953	0.0210281707049725	0.897786367258221	1.25835001283811	1.98957953042632	0.779415183723445	-0.655290981839747	-0.865633873412449	-1.10694562465129	-1.13058991177567
Twist1	-0.802368255668103	-0.388544292602842	-0.478228146630714	-0.945202695886396	-0.105083463032536	0.0206543073037113	1.5670994660518	-0.364063925339807	1.03636287333195	1.61889156518211	1.70969479115589	0.723355475328402	-0.983638608866732	-0.604197878131852	-0.995851291241143	-1.00887992095373
Wnt2	-0.669281882773259	-0.493229953668247	-0.675668639922471	-0.645410066176194	0.295649891286068	-0.0211255552361939	0.799815552184877	0.22483407104843	1.44889618453097	2.24086437563904	0.919579778009048	0.633594885768378	-0.887845519122238	-0.761623456224926	-1.30364706651177	-1.1054025988315
AABR07006089.1	-0.680443969982175	-1.13496204831756	-0.948901121263123	-0.588686320076806	0.476235992622398	0.431438271514559	0.313673762050947	0.594319779141695	1.18597482674025	2.02662082401528	1.33937728251989	0.514566778842046	-0.310536911711425	-1.05433392969407	-0.996548647802201	-1.16779456859971
AABR07044001.4	-1.01939843753708	-0.588430563092612	-0.673347303064272	-1.16801939176422	-0.711773573455055	-0.714033411536266	1.58825795915916	-0.983734201154407	1.29712072604841	1.37210277758758	1.3316798824744	1.21545844278078	-0.398718438194003	-0.448155188683013	0.184513651519654	-0.283522931089064
Nppc	-0.537965429700043	-0.615566615716132	-0.73580882975461	-0.528874569207993	0.117645858925201	0.210142456525948	0.980076626035772	0.019516741322214	1.44048499610301	1.0220271831119	1.135354281686	1.82864182855987	-0.960277693137731	-1.01313523172081	-1.19533366251593	-1.16692794051666
Kcnj3	-1.03673966443782	-0.974359862169506	-1.25788913814278	-1.03964486178535	0.651004962719959	0.599126924848362	0.546400949643553	0.739752995078112	1.0457281943941	1.06068650406267	1.60952353768531	1.16940341306667	-0.563006769172843	-0.751272298903521	-0.834742464829816	-0.96397242205709
Gmnc	-0.495681488066191	-0.699545011063254	-0.980132229651492	-0.481535565585868	0.0768149990113806	0.072766348137621	1.2697486596264	-0.0751857455908663	1.2491024265101	1.47637643990463	1.5836047083446	1.02261260256317	-1.15282462058969	-0.721230543093614	-1.05922659619292	-1.08566438426401
Spn	-0.772614309602917	-0.956249178457884	-0.740506146934778	-0.599506955249945	0.0908677205741664	0.0870443180467522	1.21743202934047	-0.0526764004681642	1.61779997569833	2.12931129672182	0.664708985283035	0.711528522337059	-0.846772472479942	-0.662778231575455	-1.09042036910309	-0.797168784129452
Alkal2	-0.618440977566125	-0.936876307532713	-0.0611583830998736	-0.61408865130515	-0.21273659208775	-0.122828054021846	1.34762968028648	-0.397382971531895	1.42309483909448	1.01577926591138	1.17397591211709	1.80198784382923	-0.893471385466452	-1.03916107356166	-0.827162071503546	-1.03916107356166
Tmem178a	-0.797226849276463	-0.951206513108941	-0.929636033213404	-0.787738664854565	0.236494949131054	0.314799864760527	1.59488602345214	-0.0110445561431019	1.23421741698469	1.32812161612502	1.17598885101964	1.08715974662144	-0.395955266709507	-0.840600941056036	-1.05583807807111	-1.20242156566138
Prr32	-1.31179564262785	-1.03454044719964	-1.31179564262785	-1.31179564262785	0.181619848348053	-0.0698800560098936	0.181208408548756	0.179304603489711	1.90172810850413	1.47328618105589	0.187948041832769	1.57618316734331	0.070387509323463	0.0214352042625049	-0.16249791182844	-0.570795729787051
Ush1g	-1.34627835470129	-0.913401516610103	-0.147882771745795	-1.34153937050924	-0.604583608701512	-0.407539702593778	0.394636516911452	-0.806098866208452	0.975922561553832	1.85698859219274	2.01106362529548	0.515791142147232	-0.535313611989771	0.0317981983155353	-0.111600651376104	0.428037818019769
AABR07011697.1	-0.425645626339741	-0.786482009059263	0.210351560016012	-0.412744715243441	-0.0396267818733715	0.0823252653477314	1.0902144934052	-0.293014103109306	1.1551796221597	1.18116843276974	1.69140932334291	1.24243845459393	-1.10799934433332	-1.03187283986179	-1.35046567078589	-1.20523606102911
Gabrr2	-0.560248915627886	-0.78264413579517	-0.865952422076014	-0.447221514017011	0.0955593214801604	-0.0907707422160965	1.38302923780141	-0.182048312211578	0.635004967156348	1.33451235651397	2.41108613186177	0.408796036509358	-0.462681382183701	-0.840576884628366	-0.980187589802428	-1.05565615276477
Plac9	-1.04455793022164	-1.05643485100216	-1.0302538061421	-1.04009440445388	0.219051141588479	0.403462443653462	0.78345458749624	0.0283732086363895	0.955613350920895	1.97251576722713	1.73935479409959	0.345059489203833	-0.430143341669882	-1.04366627277898	-0.0265908016058662	-0.77514337495152
Tekt5	-0.339888944142155	-1.06475741520314	-0.30433192922165	-0.328793566932071	-0.476073282614351	-0.322293739952179	2.01993181005824	-0.789159911784829	1.37735872314332	0.968777178133063	0.781660206032953	1.60545994652237	-0.669616999625795	-0.934759932072317	-0.691831685814116	-0.83168045652735
Wnt9a	-0.998292064179611	-0.943207515160147	-1.05581521269138	-0.995648888223073	0.419167654064269	0.415676146177594	0.139956261381572	0.583611077879346	1.18304224428889	1.41231973502055	1.71429717410684	1.1186770927771	-0.590214002816553	-0.272339699537288	-1.16796457672904	-0.96326542635906
Hgf	-1.00546997694029	-1.12285819721778	-0.877680150133522	-0.997324504715856	-0.102975196184444	0.122156249527235	0.641047610520764	-0.277180954631967	1.59215333824564	1.49943687936385	0.479454040183044	1.25349667190727	1.25186211585127	-0.390165322401133	-0.95525077994894	-1.11070182342513
Ndst4	-0.823888031610897	0.469810733575224	0.0738985784541098	-0.94624151767233	-0.505992663838742	-0.525238769403679	1.80649416065072	-0.799485811526324	0.717059091821506	1.4620163892499	1.86461855250873	0.309158598951251	-0.705372833948875	-0.562543286500405	-1.06678070278715	-0.767512487923045
Ptpn3	-1.33112202907941	-1.31626187980135	-1.37471430110637	-1.34740203833171	-0.145123175208679	-0.237014247554208	-0.113472237395668	-0.0859113397320345	1.51106727409256	1.30500589996685	0.961908427097622	1.56015187448159	0.0641675384908098	-0.213266563407728	0.321304583854294	0.440682213633438
Trpc4	-0.986729118820737	-0.726915670093989	-1.16770531445302	-0.969272814450441	0.560214129752886	0.477877516309485	0.965237703941125	0.493862325421483	1.01264052174401	0.804343450590492	1.53735234723628	1.397202840451	-1.15516337478966	-1.30111303953844	-0.375299155446098	-0.566532347854369
Fosl2	-0.583358607372255	-0.903852439661642	-0.505352791775876	-0.552707791059526	0.0982822277268021	0.440036731199302	1.75477525882941	-0.175559630010704	0.92285772682816	0.576518315596929	1.4987206189406	1.51953001969802	-0.856472207775175	-1.00733572091737	-1.07203763557379	-1.1540440746729
Kcnk12	-1.10066636779644	-1.15988270843909	-1.05097244559001	-1.10988829931599	0.50986879346178	0.674535530031992	0.874388721059046	0.454398306017601	1.07785018425832	0.971967344275006	1.50151399569771	1.29538591522089	-0.374974021412844	-0.700252010161173	-0.845291791114859	-1.01798114619192
Chrna2	-0.628683883386177	-0.169574729071	0.42648574714947	-0.619691631108358	0.236636169701373	0.124832283301531	-0.197362547158227	0.450431094340722	0.978391998419915	0.707617896471612	1.98589745616455	1.54191690426605	-1.32592136377638	-1.16610125014486	-1.33106533522363	-1.0138088099466
Otx1	-0.889209337989796	-1.36148846552213	-1.53002565144452	-0.787227878918972	-0.107282190707381	-0.19116727442259	1.18288759189106	-0.351465551708345	1.32401394848799	1.23371315320854	1.11496860709297	1.39961547171125	0.327261618345873	0.131237105873719	-0.975869409009713	-0.519961736887957
Trim54	-0.742455087645707	-0.601356355710546	-0.444806626261015	-0.906301289830127	0.562783612077999	0.483230493891554	-0.412737502857217	0.85888189628954	1.73930793807208	1.3645901147868	0.270995731594118	1.57626105426853	-0.794988854801171	-0.367399375659344	-1.4566949987167	-1.12931074949879
Dusp5	-0.813638651797368	-0.985354632763195	-1.08622559730429	-0.773300835179616	0.402954347573103	0.346712385964295	1.59132996505907	0.14136114593763	1.13233201307523	0.809447769976075	1.19130368806285	1.50431852385738	-1.08216903047946	-1.00939926152361	-0.626719109807714	-0.742952720650376
Col6a1	-0.850893894534464	-0.875198263275229	-0.907477629319184	-0.820770011853588	0.696544637217031	1.0082099304689	-0.14726961268962	1.11833884423507	1.11216629232089	1.19963890616002	1.24415594878977	1.06329914913596	-0.640327709913513	-0.873356858609514	-1.11968368332528	-1.20737604480723
Calhm2	-0.824987535149415	-0.979468513727137	-0.943177877769985	-0.794131723584994	0.728289075948992	0.623309619713282	0.667428314762592	0.744790935206823	1.15135110422123	1.23756299011168	1.32284194883726	1.09912410940069	-0.860108216950973	-0.977136467868942	-1.11289369507722	-1.08279406807388
Grap2	-1.11293726467317	-1.13132590523195	0.519620166935077	-1.10602653650676	0.357460379255783	-0.0349960464251791	0.551220143878029	0.160044089006875	1.11505479866595	0.592039534704078	1.53787909553293	1.79043514769528	-0.855648394403755	-1.33469340660832	-0.135283103154912	-0.912842698669958
Tmem200a	-0.777779802706874	-0.636922405298295	-0.834847686792232	-0.796598841271438	0.430564849675205	0.406659193537266	1.02295510050674	0.310566907171504	1.20600802406978	1.05747168508513	1.42850622848295	1.42793048168377	-0.998851292177126	-1.04281985842932	-1.11640818556956	-1.0864343979675
Nppa	-0.383163445440535	-0.807628798114055	-0.957166075988118	-0.373469785115416	0.11140446478543	0.210461186452662	1.38888209874027	-0.0950137753582562	0.609358231650107	0.968212523274008	2.42802374636225	0.607828695106256	-0.874039208005976	-0.655096053636995	-1.16281599459646	-1.01577781011518
AABR07070518.1	-1.08570809451912	-0.787032213366337	0.334704667212194	-1.07529183747701	-0.0414974914223599	-0.0457781852118054	-0.334996709571567	-0.0446773218621391	1.98144930594275	1.78219473574031	0.261450329651855	1.59052259390758	-0.697907136028896	-0.298869558422754	-1.19061190273349	-0.347951181839205
Grem1	-0.760472806183113	-0.688678401715763	-0.994500685966016	-0.784781447144708	0.616825165982788	0.504303162544441	0.887302814827967	0.532420839621783	1.11427421775753	1.36936418110272	1.46958984655742	0.941850991514482	-0.949003309522045	-1.194732044114	-0.942932637391411	-1.12082988787207
Kcns1	-0.985925659987329	-1.0896570753162	-1.06528851508517	-0.980812403567439	0.758287134119281	0.834355733732315	-0.0781612591142509	1.10487990880661	1.14469169710117	0.604799491131322	0.98444469076153	1.80551963510886	-0.603001121548844	-0.840442498143652	-0.816032386231345	-0.777657371766868
Mfsd4a	-1.16614573339336	-0.923535743719262	-1.16182762521935	-1.21404617423441	0.816967806830905	0.65018172159609	0.625570326131103	0.893852194584395	1.06370377005207	1.0662714259646	1.31528505605903	1.11342579473902	-0.539745736808457	-0.820013112147207	-0.82827948671984	-0.891664483715333
Ptx3	-1.25248596564968	-1.06069174152614	-1.24575713407251	-1.25038626957849	-0.0378806224674803	0.135987768330276	1.37891194652914	-0.393922287649265	1.008271928531	1.06802390935268	1.56965424016098	1.11452878375613	0.371960583573829	0.0360559767517343	-0.909988468798904	-0.532282647243296
Nnmt	-0.859811841664848	-0.445139277803827	-1.53031744961396	-0.850460039418952	0.406528101086045	0.598890173955454	0.800428221753081	0.403163423174303	1.17542752336562	0.64460770209928	1.40642186694143	1.67011262655777	-0.824682968229006	-0.555988525059601	-1.15644879773008	-0.882730739412701
Sidt1	-1.03205454199355	-0.788282837855721	-0.966864158150594	-1.07000448199858	0.872481876131892	0.679365358200876	0.614405739413302	0.923022301868725	1.19035956101616	1.28093998418912	1.02160964088517	1.02411502665187	-0.680353322658455	-0.891570089673167	-1.04712641634544	-1.13004363968161
Lyzl4	-0.903084080631889	-0.817294617738466	-0.89850264646117	-0.901654468489223	0.527135945590554	0.16267625299278	0.80813654523307	0.444397620592013	1.07552646716237	1.04504795414993	1.78575293937014	1.36957742117307	-0.849859111532776	-0.948958446630221	-0.917481935583889	-0.981415839196302
AABR07040959.1	-0.675278670905316	0.135180752780841	-0.0245099717945175	-0.660198091425213	-0.351307584272949	-0.35502611825271	0.666060405359065	-0.60821006050793	1.65876454756102	1.49180775845423	0.423082589513422	1.80472060572404	-1.52728302887033	-0.964423170347804	-1.1536310863064	0.140251123290561
Adamts18	-0.941152541827617	-0.961329215370545	-1.37122401193876	-0.785456142401748	-0.0103567636515206	0.369319178940108	1.01276837521022	-0.140720913865946	0.359537372845725	0.539046837889386	2.6957291455779	0.800810978878385	0.153387882867675	-0.303070621930619	-0.886195271227134	-0.531094289995508
Mpped1	-0.372218147593194	-0.386821506442351	-0.546944594568217	-0.31202454360858	0.689612648547522	0.360761256725489	0.519805525478783	0.700822575591013	0.922047729384396	1.11081353490352	1.71758344244661	0.910328233067006	-1.2968092567798	-1.45826492363472	-1.23645968749376	-1.32223228602373
AABR07021220.1	-0.554373265521142	-1.2841763218782	-0.507280524304368	-0.539678226333372	0.505398093495792	0.376466744863766	1.3725720994009	0.130088340521829	1.10418650180008	1.43116125383172	1.26314368487897	0.90294857244419	-1.286215540343	-0.93102167718388	-1.11593455012369	-0.867285185549597
AABR07015040.1	-0.503602272975788	-0.191409501068297	-0.46225624453216	-0.490700464914945	0.271302054375232	0.267081965689806	1.20374860032187	-0.0424373933572067	1.33875350429814	1.25546030506664	0.904680572871504	1.40754450854616	-0.887013129909888	-1.03662692048223	-1.63106027753071	-1.40346530639813
Fezf2	-0.852095220967391	-0.993433648357674	-0.928771403282881	-0.838215371276454	0.0914964926982949	0.237890589592593	1.7947724468339	-0.160305195086984	1.02500871194581	0.724391103574692	1.40667872052387	1.49904614062027	-0.246080981900886	-0.847864740220895	-0.942647480574612	-0.969870164121646
Bhlhe23	-0.261762880951244	1.38893437062295	-0.348587148654826	-0.373987902620515	-1.17512498986542	-1.06799301502927	-0.743197935973048	-1.17562744510993	1.61225057255624	0.698662283209204	-0.197326954858461	2.15681609532819	-0.127972283533985	-0.424541714054119	0.413001076250681	-0.373542127316458
Slco2a1	-0.742988619724646	-0.883891648216923	-0.729706158460291	-0.603911709059818	0.0222917242748899	0.252558174755458	-0.444273882388102	0.369721570540068	1.51959698507082	0.0423717579342674	-0.441116841853793	2.80206526090853	-0.218704970743075	0.729932017952678	-0.96418562225336	-0.709758038736696
Pde1a	-0.567184726683456	-0.245553940404529	-0.408514103523688	-0.575130951974001	0.426313476772847	0.535762529428511	0.960479728843998	0.315855181998748	0.915846097171051	1.1856115409411	1.75431190652923	0.83180256680084	-1.23178435719723	-1.17423471232301	-1.43339947524317	-1.29018076113724
Rspo1	-0.824626714754547	-1.07053340237548	-0.729027643644941	-0.82086268366951	0.329194607682521	0.748680063308781	1.06976168367236	0.256361723997414	1.08993182741247	1.86324120513058	1.29262145017762	0.517852007764938	-0.880485995999362	-0.83737864874566	-1.05266890493903	-0.95206057501816
Npas1	-0.436490791827079	-0.556404665724155	-0.151027427653614	-0.379626180952819	0.53213888452107	0.472066953303556	0.402492769488748	0.62053565441628	1.1202101861543	0.928732328114216	1.41211945076235	1.39931554926392	-1.32637759238028	-1.34346888110381	-1.25569224869779	-1.4385239876849
Dnah12	-0.590655520903473	-0.456384006132461	-0.611912609565013	-0.59285846038547	-0.483527230041689	-0.517379098575379	-0.587569181290812	-0.431085750389786	-0.504318930086036	-0.403372408031168	-0.697977748153777	-0.643424757677316	2.32725926849674	1.44702752005819	1.57970555277157	1.16647335990589
Grid2ip	-0.620694105525482	-0.54780379583242	-0.503933165913148	-0.627766282598789	-0.356430517109576	-0.380678755662264	-0.512209635860493	-0.302720830296399	-0.576010226139638	-0.58622288475502	-0.573417553614057	-0.574609403594374	1.0880034706692	0.728960475636112	2.69681811446193	1.64871509613443
Fhad1	-0.593254060800289	-0.520847245152723	-0.808477967153695	-0.538356601785933	-0.431754361026625	-0.506450969379768	-0.682655105948745	-0.314701437681674	-0.493912112177939	-0.377834585628941	-0.637005307826424	-0.620040414011346	2.16531642523756	1.36634097603331	1.82239926749719	1.17123349980605
Prkcd	-0.541348698126135	-0.405696462816119	-0.487140244416724	-0.543357921632683	-0.466963498206238	-0.470010630639032	-0.298299510042912	-0.504640458931949	-0.683081570210379	-0.648105171809146	-0.664254331037486	-0.710362044027656	1.40540242087655	0.910402068706676	2.33222823169804	1.77522782061519
T2	-0.520087144868075	-0.277737117102657	-0.585405287508532	-0.553975516520728	-0.626817319770015	-0.659476059709821	-0.755863342941096	-0.562757680291413	-0.436166403282599	-0.360446053063166	-0.593469066305955	-0.540727860239895	1.93646971329681	1.19596927446467	2.20057532193133	1.13991454191114
RGD1562029	-0.495243802670265	-0.31481802435334	-0.714425106593354	-0.462357328068211	-0.425817124504599	-0.451427378234888	-0.47520619155792	-0.401985645302926	-0.62491374334851	-0.517563025998431	-0.794797030565225	-0.751758912930577	2.36452791656837	1.38117075937486	1.65971092872021	1.0249037094648
Tceal3	-0.35756268343245	-0.363974824278709	-0.202163042697998	-0.360648465373151	-0.709556751120353	-0.695073128733011	-0.624073477413682	-0.762961034320868	-0.675644776358897	-0.565402733356755	-0.523108650659363	-0.743309755412283	1.47296046815324	1.40978804418178	1.89166949666716	1.80906131415533
Bbox1	-0.669450365143248	-0.43038298818143	-0.573935359123889	-0.752037428625938	-0.554326197239856	-0.555094470408974	-0.628031293676363	-0.48138707137048	-0.483734328578133	-0.323310519475119	-0.552766327665931	-0.566509492185044	2.17307109804062	1.61273872577031	1.570562491679	1.21459352618447
Spag17	-0.572790504943225	-0.398306989426259	-0.61128474935506	-0.571742855106285	-0.373458502585589	-0.427022863200543	-0.479607503163767	-0.338614217978893	-0.428205413162639	-0.440229829446039	-0.58527468842282	-0.468894015358888	2.77672851978286	1.88325781795428	0.972517027948707	0.0629287664641556
Dnah7	-0.517210500681691	-0.163783723999628	-0.730048807508306	-0.512512470388507	-0.484251294612644	-0.564397242607434	-0.710879808613009	-0.371903690399688	-0.408844105149042	-0.475862364437238	-0.743831528581156	-0.478466397309598	2.62320666159536	1.49039767854484	1.43472007456283	0.613667519584914
Sp8	-0.658250157663986	-0.625488423037191	-0.358837565100328	-0.656678119210346	-0.279544798968774	-0.37994478159173	-0.528372788544685	-0.230694557042111	-0.661986398603362	-0.641522567622916	-0.643675900195706	-0.665901542450249	2.24188623127273	1.34703162048675	1.9847015500183	0.757278198253608
Ak7	-0.644678088360599	-0.422036176135326	-0.561859744416216	-0.659317299718879	-0.41384345092405	-0.454866758775327	-0.575618496871355	-0.333605034238807	-0.362523532886653	-0.449401673949903	-0.683165826829433	-0.450611692895351	2.67336390837618	1.70689653452226	1.28523576835199	0.346031564751461
P2rx6	-0.797637247302779	-0.496346498402561	-0.841261146815815	-0.833357198859703	-0.421425995315807	-0.444886710462277	-0.155691047929936	-0.477750226449878	-0.513891313585044	-0.41035553798051	-0.518869357744703	-0.603438953683623	1.89865899670948	1.21704577170575	1.98063061111537	1.41857585500204
Ppp1r32	-0.579180292837412	-0.181669736335075	-0.660529251870611	-0.526951272932715	-0.49543632603923	-0.598722961927346	-0.659298349106246	-0.434980258433491	-0.377256670364208	-0.360986698014785	-0.636987106032679	-0.474143773623679	2.75166930453425	1.55199216751741	1.2832967249163	0.399184500549519
Cfap100	-0.664022104713512	-0.435080791217991	-0.749162924089762	-0.661192134348894	-0.353786591299014	-0.381485795104414	-0.24783190636389	-0.38118670392008	-0.489563966600072	-0.478698305999194	-0.644447808279114	-0.552713559504541	2.7463762347155	1.29603667255293	1.49259164066399	0.504168043508055
Ccdc78	-0.550471667155189	0.0794283192912943	-0.695674699852655	-0.506364537025791	-0.507884207816073	-0.542817957399159	-0.575889817053578	-0.474784111543014	-0.545087884219869	-0.671748722866901	-0.91475699891551	-0.557553064803892	2.13335667052104	1.68413710168642	1.49060038019244	1.15551119696044
Spa17	-0.786876678846431	-0.57363816127762	-0.714589418731752	-0.775812884740085	-0.362458606392921	-0.39663450506583	-0.48732805249698	-0.364774611733084	-0.589078569784238	-0.526684424771261	-0.449893103114423	-0.562365896814329	1.42739860472101	2.07319513169982	1.42500010459021	1.6645410727579
Drc7	-0.538804233069258	-0.365346861628826	-0.760753050330694	-0.49603920723119	-0.459090189238469	-0.493272662161475	-0.260009898128946	-0.493023105162642	-0.462509663911903	-0.484294426797637	-0.69044884236932	-0.50769087995633	2.70498677783401	1.45706358492464	1.49641547883103	0.352817178397016
Armc4	-0.661999594342178	-0.416828538267595	-0.758302216508921	-0.658197627450685	-0.525319647145628	-0.43489065384454	-0.342163888707744	-0.526101308182544	-0.483258751765433	-0.376759073449854	-0.431122112626626	-0.542006627568758	2.17033632761918	2.37267569525328	0.698933734927154	0.915004282060894
Rp1	-0.645192480361608	-0.31912140273685	-0.583165807000289	-0.701024627726494	-0.364004370727687	-0.463126025775646	-0.511829581745766	-0.315439121251841	-0.513452060133613	-0.357218446379988	-0.609640539410459	-0.615156824382526	2.52402696899582	0.937946547810014	2.08474154007991	0.451656230747027
AABR07005597.1	-0.651647806391823	-0.218988757450455	-0.648467895271904	-0.682959211379712	-0.412608101310169	-0.469017066769095	-0.608038992194223	-0.329517592564784	-0.525793676050786	-0.350051475518893	-0.63544062984742	-0.666598399605268	2.35253487435976	1.47380376358664	1.89463973888933	0.478151227518799
Ak9	-0.380104700990866	-0.138033223748429	-0.70740923133818	-0.330779699109219	-0.523652131426053	-0.536956432098478	-0.536066671445223	-0.499912257483673	-0.539302696430044	-0.377583917598759	-0.718818880932294	-0.706533851564052	2.70374961154335	1.50045721587145	1.40149906060445	0.389447806146021
Tmem212	-0.598559431077293	-0.216198470046415	-0.667638165880737	-0.597595963121739	-0.42744065729592	-0.468561612356514	-0.590085859591531	-0.326372144377993	-0.449442094383545	-0.443566844192492	-0.569213903345562	-0.495149582376101	2.83980275772644	1.57925477423891	1.154215870863	0.276551325217489
AABR07005985.1	-0.5796485630455	-0.457546053677619	-0.878491213590537	-0.530311452145996	-0.578649697188431	-0.562009767815178	-0.197682832106335	-0.652257110521124	-0.457293148711776	-0.160153626035653	-0.484486821554932	-0.707412055726409	1.88190724395292	0.97779916860642	2.42986260610738	0.956373323452778
Dlec1	-0.571913931481186	-0.193498947423255	-0.662736654839377	-0.5932789825311	-0.445008180190314	-0.4460551467212	-0.641392620996412	-0.358676570243618	-0.448451508737103	-0.281061015009607	-0.683821717047396	-0.67250384394584	2.68692556299916	1.57352581448977	1.36971366346586	0.36823407821162
Dnah1	-0.720492363594546	-0.348801726294701	-0.722076010302538	-0.73904766037653	-0.368248716252844	-0.386745302620781	-0.51388231188691	-0.305107843876882	-0.429578380992198	-0.394955520537744	-0.687606325759892	-0.554062172119943	2.59224768049041	1.13290651254535	1.7402406882917	0.705209453288051
LOC690276	-0.659188929626082	-0.32156854939305	-0.823682990539655	-0.588617780733899	-0.438043135505838	-0.547585112208956	-0.438324839578529	-0.439628334378154	-0.605402302998454	-0.201460582521143	-0.649887740818687	-0.888165728251545	1.82677292352859	1.54562476899098	1.64563006283908	1.58352827119534
LOC680875	-0.713820056522811	-0.636674420323094	-0.842901953925394	-0.683752009707005	-0.286069881025633	-0.392222934543974	-0.0778404001060411	-0.350093713446331	-0.500072546986168	-0.544629695927277	-0.784499441177038	-0.54102849849808	1.60825806471453	0.899257115979882	2.30814150348258	1.53794886801184
Mlf1	-0.612494839135819	-0.24121719421459	-0.737904703668925	-0.653495109946495	-0.381206995415798	-0.495235062171323	-0.645496721979906	-0.306591255526907	-0.384575174625266	-0.411152724438405	-0.644474638044969	-0.506939949887143	2.45193061082254	2.10313897321913	1.04532090599649	0.420393879017388
Tspan11	-0.554106797822492	-0.405269242727345	-0.660600225568266	-0.49657991407435	-0.230276540563906	-0.273187037081642	-0.731367032105728	-0.0924322324924624	-0.757202768898202	-0.797107330496498	-0.787654308852363	-0.702843284079504	1.72073530145184	1.21872316268019	2.00588528231519	1.54328296831553
Cfap206	-0.704223840742741	-0.453006175824737	-0.80759810906607	-0.702592701186043	-0.311280977626958	-0.495586376781235	-0.632537957838745	-0.220507222746812	-0.451769999316589	-0.208447937246114	-0.63150258993875	-0.640067772764458	2.3413442513405	1.49055865664514	1.78649294694661	0.640725806147009
Gm25994	-0.135774397233415	-0.244244741078209	-0.255158336890717	-0.143501885263577	-0.585012361233797	-0.626914532059716	-0.559821807421976	-0.626036594505304	-0.819478375666865	-0.875912690096148	-0.86780352097797	-0.758269034903787	1.6489484690755	1.66269889008818	1.7789000588947	1.4073808592731
Ttc29	-0.455354811388228	-0.235227308331447	-0.567969536735128	-0.452944932490981	-0.434090212195125	-0.485358039662365	-0.535819000582409	-0.383719764781462	-0.486329534587111	-0.429712012289747	-0.484071820885135	-0.540825116648205	3.18376845370703	1.33478516297942	0.563785087648425	0.40908338624247
AABR07005983.1	-0.680084830894251	-0.275931451394608	-0.557654165216619	-0.676227413329132	-0.587916247914138	-0.728110057343231	-0.913488318174866	-0.449339087807531	-0.36018030196144	-0.29607270404247	-0.352436334440655	-0.423444753956701	2.37802156067511	1.54479314722965	1.63121169003639	0.746859268534492
Ccdc114	-0.630365860416477	-0.448475180005948	-0.557444006995886	-0.625951891977626	-0.386541300006901	-0.387940653439517	-0.212939719815359	-0.41237573999972	-0.51445859013819	-0.299210252639509	-0.832596458945564	-0.768905809863139	2.66633341700732	1.50831854631808	1.37008400721911	0.532469493699328
Wdr63	-0.462826333296591	-0.238432328621475	-0.543152589702871	-0.443294425536211	-0.435415769094471	-0.462715213284317	-0.567719611767526	-0.370084666606523	-0.556591938325323	-0.253054876075959	-0.526513112633314	-0.718329043348377	3.00920071985975	1.43505892384372	1.04122335883222	0.0926469057572722
Synpo2	-0.340669491711519	-0.416007672570369	-0.0501410349922277	-0.357920296191812	-0.598344007838299	-0.578521460865575	-0.340087867116516	-0.63506967255348	-0.749867769680277	-0.68630635140946	-0.736847158456196	-0.801083275113338	0.93295578292133	1.09834402868242	2.16036367734432	2.099202569551
